name,position,team,xP,minutes,starts,total_points,value,gw
Flynn Downes,MID,Southampton,1.3,90,1,2,49,4
Alejandro Garnacho,MID,Man Utd,3.5,17,0,6,64,4
Ronnie Edwards,DEF,Southampton,-0.5,0,0,0,40,4
Edson Álvarez Velázquez,MID,West Ham,1.0,81,1,1,50,4
Jack Grealish,MID,Man City,2.0,83,1,2,64,4
Marcus Myers-Harness,MID,Ipswich,0.0,0,0,0,49,4
Jack Taylor,MID,Ipswich,0.0,0,0,0,49,4
Simon Adingra,MID,Brighton,3.5,22,0,1,55,4
Ben Mee,DEF,Brentford,-0.8,0,0,0,44,4
Leon Chiwome,FWD,Wolves,-0.5,0,0,0,45,4
Eric da Silva Moreira,MID,Nott'm Forest,-0.5,0,0,0,45,4
Luis Guilherme Lira dos Santos,MID,West Ham,0.0,0,0,0,49,4
Joe Hodge,MID,Wolves,0.0,0,0,0,45,4
Chiedozie Ogbene,MID,Ipswich,1.0,31,0,1,50,4
Harrison Armstrong,MID,Everton,0.2,0,0,0,45,4
Carney Chukwuemeka,MID,Chelsea,0.0,0,0,0,49,4
Tom King,GK,Wolves,-0.5,0,0,0,40,4
Wout Faes,DEF,Leicester,2.0,90,1,1,41,4
Leny Yoro,DEF,Man Utd,0.0,0,0,0,44,4
Pedro Lomba Neto,MID,Chelsea,1.5,45,1,1,64,4
Ian Maatsen,DEF,Aston Villa,1.0,21,0,1,49,4
Harry Winks,MID,Leicester,1.3,90,1,2,45,4
Mads Roerslev Rasmussen,DEF,Brentford,0.2,18,0,1,45,4
Jurriën Timber,DEF,Arsenal,4.2,90,1,5,55,4
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,49,4
Anthony Elanga,MID,Nott'm Forest,1.7,29,0,3,54,4
Julio Enciso,MID,Brighton,1.3,23,0,1,54,4
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,45,4
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,49,4
Ayden Heaven,DEF,Arsenal,2.0,0,0,0,40,4
Vladimír Coufal,DEF,West Ham,2.2,33,0,1,45,4
Marc Cucurella Saseta,DEF,Chelsea,2.2,90,1,5,50,4
Toti António Gomes,DEF,Wolves,0.3,0,0,0,45,4
Cristian Romero,DEF,Spurs,3.8,90,1,2,51,4
Dan Burn,DEF,Newcastle,2.3,90,1,1,45,4
Destiny Udogie,DEF,Spurs,1.5,90,1,1,50,4
Jordan Pickford,GK,Everton,1.5,90,1,2,49,4
Boubacar Traoré,MID,Wolves,0.0,0,0,0,49,4
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,45,4
Mikkel Damsgaard,MID,Brentford,0.8,83,1,2,50,4
Luis Díaz,MID,Liverpool,9.3,60,1,3,77,4
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,49,4
Carlos Vinícius Alves Morais,FWD,Fulham,0.0,0,0,0,50,4
Pervis Estupiñán,DEF,Brighton,0.7,0,0,0,50,4
James Milner,MID,Brighton,0.0,0,0,0,50,4
Ryan Trevitt,MID,Brentford,-1.0,0,0,0,45,4
Enzo Fernández,MID,Chelsea,1.5,0,0,0,50,4
Luke Shaw,DEF,Man Utd,0.0,0,0,0,49,4
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,18,0,1,49,4
Jérémy Doku,MID,Man City,2.8,0,0,0,65,4
Marcus Bettinelli,GK,Chelsea,0.0,0,0,0,40,4
Alisson Ramses Becker,GK,Liverpool,6.3,90,1,2,55,4
Aaron Hickey,DEF,Brentford,0.0,0,0,0,44,4
Alex McCarthy,GK,Southampton,1.0,0,0,0,45,4
Neal Maupay,FWD,Everton,0.0,0,0,0,49,4
Steven Benda,GK,Fulham,0.0,0,0,0,40,4
Dean Henderson,GK,Crystal Palace,2.5,90,1,1,45,4
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,40,4
Cheick Doucouré,MID,Crystal Palace,2.0,45,1,1,49,4
Scott McTominay,MID,Man Utd,0.0,0,0,0,49,4
Wilfred Ndidi,MID,Leicester,3.7,75,1,8,50,4
Maxence Lacroix,DEF,Crystal Palace,2.5,90,1,1,45,4
John Ruddy,GK,Newcastle,0.5,0,0,0,40,4
Caleb Okoli,DEF,Leicester,-0.3,90,1,1,40,4
Odysseas Vlachodimos,GK,Newcastle,0.5,0,0,0,44,4
George Earthy,MID,West Ham,0.0,0,0,0,45,4
Daichi Kamada,MID,Crystal Palace,1.7,26,0,1,54,4
Reece James,DEF,Chelsea,0.0,0,0,0,50,4
Georginio Rutter,MID,Brighton,2.2,66,1,3,55,4
Conor Chaplin,MID,Ipswich,0.7,5,0,1,54,4
Santiago Bueno,DEF,Wolves,-0.5,0,0,0,44,4
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,40,4
Kenny Tete,DEF,Fulham,2.0,90,1,2,45,4
Pablo Sarabia,MID,Wolves,0.0,0,0,0,53,4
Diogo Teixeira da Silva,MID,Liverpool,5.0,59,1,1,76,4
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,40,4
Liam Delap,FWD,Ipswich,2.5,58,1,1,55,4
Bastien Meupiyou,DEF,Wolves,-0.5,0,0,0,40,4
Tino Livramento,DEF,Newcastle,3.5,63,1,2,45,4
Tyler Adams,MID,Bournemouth,0.0,0,0,0,50,4
Danilo dos Santos de Oliveira,MID,Nott'm Forest,0.0,0,0,0,48,4
Jenson Metcalfe,MID,Everton,0.0,0,0,0,45,4
Marcus Rashford,MID,Man Utd,4.5,72,1,8,69,4
James Maddison,MID,Spurs,2.5,79,1,2,75,4
Daniel Muñoz,DEF,Crystal Palace,2.3,80,1,1,50,4
Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.7,86,1,7,64,4
Fraser Forster,GK,Spurs,-1.0,0,0,0,45,4
Elliot Anderson,MID,Nott'm Forest,2.7,60,1,3,50,4
Charlie Taylor,DEF,Southampton,-0.3,0,0,0,40,4
Bryan Mbeumo,MID,Brentford,5.5,90,1,2,71,4
Matty Cash,DEF,Aston Villa,0.0,0,0,0,44,4
Adam Lallana,MID,Southampton,0.7,27,0,1,50,4
Sandro Tonali,MID,Newcastle,1.0,45,0,1,55,4
Issa Diop,DEF,Fulham,1.3,0,0,0,45,4
Igor Julio dos Santos de Paulo,DEF,Brighton,0.5,0,0,0,44,4
Joelinton Cássio Apolinário de Lira,MID,Newcastle,3.7,45,1,0,60,4
John McGinn,MID,Aston Villa,2.0,89,1,2,54,4
Oscar Bobb,MID,Man City,0.0,0,0,0,48,4
Pedro Cardoso de Lima,DEF,Wolves,-0.5,0,0,0,40,4
Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,50,4
Nathan Collins,DEF,Brentford,2.0,90,1,0,45,4
Jesper Lindstrøm,MID,Everton,0.5,9,0,1,53,4
Marc Guéhi,DEF,Crystal Palace,1.5,90,1,1,45,4
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,45,4
William Osula,FWD,Newcastle,0.5,0,0,0,50,4
Harry Souttar,DEF,Leicester,0.0,0,0,0,40,4
Jean-Philippe Mateta,FWD,Crystal Palace,5.0,90,1,13,74,4
Ben Nelson,DEF,Leicester,0.0,0,0,0,40,4
Bernardo Veiga de Carvalho e Silva,MID,Man City,5.0,6,0,1,66,4
Filip Jørgensen,GK,Chelsea,0.0,0,0,0,44,4
David Brooks,MID,Bournemouth,0.0,0,0,0,49,4
Son Heung-min,MID,Spurs,4.8,90,1,2,100,4
Solly March,MID,Brighton,0.0,0,0,0,65,4
Manor Solomon,MID,Spurs,0.0,0,0,0,54,4
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,40,4
Kieran Trippier,DEF,Newcastle,1.0,26,0,1,58,4
John Stones,DEF,Man City,1.5,83,1,1,54,4
Sam Morsy,MID,Ipswich,1.0,83,1,2,49,4
Jayden Meghoma,DEF,Brentford,0.0,0,0,0,40,4
Lewis Hall,DEF,Newcastle,2.7,90,1,2,44,4
Marc Guiu Paz,FWD,Chelsea,0.2,0,0,0,50,4
Tom Cannon,FWD,Leicester,0.0,0,0,0,45,4
Ben Davies,DEF,Spurs,-1.0,0,0,0,44,4
Tyler Morton,MID,Liverpool,0.5,0,0,0,45,4
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,44,4
Calvin Bassey,DEF,Fulham,2.0,90,1,2,45,4
Eddie Nketiah,FWD,Crystal Palace,1.0,90,1,2,59,4
Andreas Hoelgebaum Pereira,MID,Fulham,2.3,85,1,3,54,4
Matheus Santos Carneiro Da Cunha,FWD,Wolves,2.3,90,1,2,65,4
Amadou Onana,MID,Aston Villa,5.2,45,1,1,51,4
Morgan Rogers,MID,Aston Villa,2.0,90,1,2,51,4
Reiss Nelson,MID,Fulham,0.2,24,0,0,50,4
Tosin Adarabioyo,DEF,Chelsea,0.2,28,0,1,44,4
Matt Targett,DEF,Newcastle,0.5,0,0,0,40,4
Filip Marschall,GK,Aston Villa,0.0,0,0,0,40,4
Jan Paul van Hecke,DEF,Brighton,4.3,90,1,6,45,4
Jean-Clair Todibo,DEF,West Ham,0.5,0,0,0,45,4
Jack Clarke,MID,Ipswich,0.5,31,0,1,55,4
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,44,4
Ollie Watkins,FWD,Aston Villa,5.5,83,1,13,89,4
Jorge Cuenca Barreno,DEF,Fulham,0.0,0,0,0,44,4
Rico Lewis,DEF,Man City,4.8,45,1,1,47,4
Julián Araujo Zúñiga,DEF,Bournemouth,1.2,15,0,1,45,4
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,3.7,90,1,6,45,4
James Tarkowski,DEF,Everton,0.5,90,1,1,49,4
Joël Veltman,DEF,Brighton,5.3,90,1,7,45,4
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,45,4
Kamaldeen Sulemana,MID,Southampton,0.0,0,0,0,50,4
Timo Werner,MID,Spurs,-0.2,10,0,1,63,4
Tyrone Mings,DEF,Aston Villa,0.0,0,0,0,44,4
Ethan Wheatley,FWD,Man Utd,0.5,0,0,0,45,4
Matz Sels,GK,Nott'm Forest,4.5,90,1,9,45,4
Ryan Yates,MID,Nott'm Forest,2.3,90,1,2,50,4
Amad Diallo,MID,Man Utd,4.8,90,1,6,50,4
Sam Szmodics,MID,Ipswich,2.0,58,1,1,60,4
Malo Gusto,DEF,Chelsea,0.0,0,0,0,50,4
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,45,4
Jakub Stolarczyk,GK,Leicester,0.0,0,0,0,40,4
Lloyd Kelly,DEF,Newcastle,2.5,3,0,1,45,4
Mateus Gonçalo Espanha Fernandes,MID,Southampton,0.8,80,1,2,50,4
Valentín Barco,DEF,Brighton,0.0,0,0,0,40,4
Dean Huijsen,DEF,Bournemouth,0.8,0,0,0,45,4
Carlos Roberto Forbs Borges,MID,Wolves,1.5,4,0,1,55,4
André Trindade da Costa Neto,MID,Wolves,0.5,76,1,1,50,4
Max Aarons,DEF,Bournemouth,0.0,0,0,0,44,4
Rhys Williams,DEF,Liverpool,0.0,0,0,0,40,4
Michail Antonio,FWD,West Ham,1.8,45,1,1,55,4
Ibrahim Osman,MID,Brighton,0.0,0,0,0,50,4
Lewis Miley,MID,Newcastle,0.0,0,0,0,50,4
Nathan Wood-Gordon,DEF,Southampton,-0.5,0,0,0,40,4
Rodrigo Muniz Carvalho,FWD,Fulham,1.7,17,0,1,61,4
Benjamin White,DEF,Arsenal,6.0,90,1,6,65,4
Cameron Burgess,DEF,Ipswich,-0.5,0,0,0,40,4
Abdul Fatawu,MID,Leicester,2.7,18,0,1,55,4
Dominik Szoboszlai,MID,Liverpool,4.5,90,1,1,65,4
Tim Iroegbunam,MID,Everton,1.5,80,1,1,45,4
Neco Williams,DEF,Nott'm Forest,2.0,10,0,1,45,4
Roméo Lavia,MID,Chelsea,0.0,0,0,0,45,4
Leon Bailey,MID,Aston Villa,0.5,0,0,0,64,4
Niclas Füllkrug,FWD,West Ham,0.4,0,0,0,68,4
Harvey Barnes,MID,Newcastle,6.3,45,0,8,64,4
Brennan Johnson,MID,Spurs,1.8,67,1,2,64,4
Andrew Moran,MID,Brighton,0.0,0,0,0,50,4
Harry Maguire,DEF,Man Utd,1.5,16,0,0,50,4
Mark Travers,GK,Bournemouth,0.5,90,1,2,45,4
Will Smallbone,MID,Southampton,0.7,0,0,0,50,4
Mykhailo Mudryk,MID,Chelsea,0.5,0,0,0,64,4
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,45,4
Stefan Ortega Moreno,GK,Man City,1.0,0,0,0,54,4
Renato Palma Veiga,MID,Chelsea,1.0,90,1,2,45,4
Eberechi Eze,MID,Crystal Palace,4.5,90,1,2,69,4
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,54,4
Boubacar Kamara,MID,Aston Villa,0.0,0,0,0,50,4
Ali Al-Hamadi,FWD,Ipswich,-0.3,0,0,0,50,4
Willy Boly,DEF,Nott'm Forest,0.2,0,0,0,45,4
Carlos Alcaraz Durán,MID,Southampton,0.0,0,0,0,49,4
Victor Lindelöf,DEF,Man Utd,0.0,0,0,0,44,4
Ross Barkley,MID,Aston Villa,1.5,45,0,4,53,4
James McConnell,MID,Liverpool,0.5,0,0,0,45,4
Kobbie Mainoo,MID,Man Utd,1.8,90,1,2,54,4
Ramón Sosa,MID,Nott'm Forest,-0.2,0,0,0,55,4
Sander Berge,MID,Fulham,0.7,24,0,1,50,4
Maldini Kacurri,DEF,Arsenal,2.0,0,0,0,40,4
Adam Armstrong,FWD,Southampton,0.5,0,0,0,55,4
Aaron Cresswell,DEF,West Ham,0.1,0,0,0,40,4
Emil Krafth,DEF,Newcastle,2.2,0,0,0,45,4
Jakub Kiwior,DEF,Arsenal,1.0,0,0,0,49,4
Kristoffer Ajer,DEF,Brentford,0.2,71,1,1,45,4
Will Hughes,MID,Crystal Palace,1.3,45,0,1,49,4
David Ozoh,MID,Crystal Palace,0.0,0,0,0,45,4
Jakub Moder,MID,Brighton,0.5,0,0,0,45,4
Cieran Slicker,GK,Ipswich,-0.5,0,0,0,40,4
Raheem Sterling,MID,Arsenal,1.2,10,0,1,68,4
Raúl Jiménez,FWD,Fulham,3.7,72,1,9,54,4
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,50,4
Myles Lewis-Skelly,MID,Arsenal,1.0,0,0,0,45,4
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,49,4
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,45,4
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,45,4
Ashley Young,DEF,Everton,-0.5,90,1,0,45,4
James Bree,DEF,Southampton,-0.5,0,0,0,40,4
Alex Scott,MID,Bournemouth,0.5,21,0,1,49,5
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,43,5
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,48,5
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,45,5
Ben Brereton Díaz,MID,Southampton,1.8,31,0,1,54,5
Pau Torres,DEF,Aston Villa,1.2,90,1,1,45,5
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,44,5
Will Lankshear,FWD,Spurs,0.0,0,0,0,45,5
Hwang Hee-chan,MID,Wolves,0.8,0,0,0,63,5
Mikey Moore,MID,Spurs,0.2,2,0,1,45,5
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,40,5
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,40,5
João Victor Gomes da Silva,MID,Wolves,1.2,81,1,1,49,5
Cole Palmer,MID,Chelsea,8.5,63,1,8,106,5
Mitoma Kaoru,MID,Brighton,3.3,90,1,5,67,5
Boubakary Soumaré,MID,Leicester,-0.5,0,0,0,45,5
Chris Wood,FWD,Nott'm Forest,5.0,71,1,8,61,5
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,45,5
Jeffrey Schlupp,MID,Crystal Palace,1.0,1,0,1,49,5
Milos Kerkez,DEF,Bournemouth,1.0,90,1,1,45,5
Adrian Mazilu,MID,Brighton,0.0,0,0,0,45,5
Jason Steele,GK,Brighton,0.0,0,0,0,45,5
Arijanet Muric,GK,Ipswich,4.0,90,1,2,44,5
Carl Rushworth,GK,Brighton,0.0,0,0,0,40,5
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,45,5
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,45,5
Brandon Austin,GK,Spurs,0.0,0,0,0,40,5
Conor Coady,DEF,Leicester,-0.5,0,0,0,40,5
Wes Foderingham,GK,West Ham,0.0,0,0,0,44,5
Armando Broja,FWD,Everton,0.0,0,0,0,55,5
Adam Webster,DEF,Brighton,0.0,0,0,0,44,5
Thomas Partey,MID,Arsenal,4.0,90,1,1,50,5
Harry Wilson,MID,Fulham,-0.3,0,0,0,54,5
Kasey McAteer,MID,Leicester,0.0,0,0,0,49,5
Curtis Jones,MID,Liverpool,1.0,29,0,1,53,5
Wes Burns,MID,Ipswich,0.8,73,1,2,49,5
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,50,5
Yunus Emre Konak,MID,Brentford,0.2,11,0,1,45,5
Max Kilman,DEF,West Ham,3.5,90,1,0,45,5
Deniz Undav,FWD,Brighton,0.0,0,0,0,55,5
Alex Murphy,DEF,Newcastle,0.5,0,0,0,40,5
George Edmundson,DEF,Ipswich,0.0,0,0,0,40,5
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,4.2,77,1,7,65,5
Emerson Palmieri dos Santos,DEF,West Ham,1.5,72,1,1,45,5
Abdoulaye Doucouré,MID,Everton,1.5,90,1,2,53,5
José Malheiro de Sá,GK,Wolves,-0.2,0,0,0,44,5
Alexander Isak,FWD,Newcastle,3.0,90,1,2,84,5
Yves Bissouma,MID,Spurs,1.9,27,0,0,50,5
Conor Gallagher,MID,Chelsea,0.0,0,0,0,59,5
Philip Billing,MID,Bournemouth,-0.3,0,0,0,48,5
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.8,25,0,1,54,5
Brajan Gruda,MID,Brighton,0.0,0,0,0,54,5
Rodrigo 'Rodri' Hernandez,MID,Man City,0.5,20,1,1,64,5
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,44,5
Justin Devenny,MID,Crystal Palace,0.0,0,0,0,45,5
Craig Dawson,DEF,Wolves,1.2,90,1,1,45,5
Jordan Ayew,MID,Leicester,1.0,90,1,2,53,5
Marcos Senesi,DEF,Bournemouth,0.3,0,0,0,49,5
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,6,0,1,58,5
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,40,5
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,53,5
Maxwel Cornet,MID,Southampton,0.0,0,0,0,49,5
Jefferson Lerma Solís,MID,Crystal Palace,0.8,45,0,1,49,5
Jannik Vestergaard,DEF,Leicester,-0.5,0,0,0,40,5
Luke Thomas,DEF,Leicester,-0.5,0,0,0,40,5
Bruno Borges Fernandes,MID,Man Utd,3.3,90,1,3,83,5
Adam Smith,DEF,Bournemouth,1.5,21,0,1,45,5
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,40,5
Billy Gilmour,MID,Brighton,0.0,0,0,0,50,5
Rasmus Højlund,FWD,Man Utd,0.2,14,0,1,69,5
Callum Wilson,FWD,Newcastle,0.0,0,0,0,69,5
Crysencio Summerville,MID,West Ham,0.8,53,1,1,58,5
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,45,5
Oliver Skipp,MID,Leicester,0.5,0,0,0,49,5
Tomáš Souček,MID,West Ham,2.5,52,0,0,50,5
Taylor Harwood-Bellis,DEF,Southampton,1.2,90,1,2,40,5
Alphonse Areola,GK,West Ham,2.8,90,1,1,45,5
Lisandro Martínez,DEF,Man Utd,3.7,90,1,5,45,5
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,69,5
Joško Gvardiol,DEF,Man City,1.5,90,1,1,60,5
Harry Clarke,DEF,Ipswich,0.0,0,0,0,40,5
Joachim Andersen,DEF,Fulham,0.5,90,1,2,44,5
Moisés Caicedo Corozo,MID,Chelsea,3.2,90,1,6,49,5
Carlos Henrique Casimiro,MID,Man Utd,0.7,0,0,0,49,5
Roman Dixon,DEF,Everton,0.5,0,0,0,40,5
Jhon Durán,FWD,Aston Villa,4.8,28,0,5,61,5
Jacob Murphy,MID,Newcastle,3.0,45,0,4,53,5
Sean Longstaff,MID,Newcastle,1.5,0,0,0,49,5
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,45,5
Trevoh Chalobah,DEF,Crystal Palace,0.0,0,0,0,44,5
Ryan Manning,DEF,Southampton,0.0,0,0,0,44,5
Vitalii Mykolenko,DEF,Everton,0.8,0,0,0,44,5
Ryan Christie,MID,Bournemouth,1.3,68,1,1,49,5
Fábio Silva,FWD,Wolves,0.0,0,0,0,50,5
Kepa Arrizabalaga,GK,Bournemouth,1.3,90,1,4,45,5
Frank Onyeka,MID,Brentford,0.0,0,0,0,49,5
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,49,5
Morgan Gibbs-White,MID,Nott'm Forest,3.2,82,1,-1,64,5
Noni Madueke,MID,Chelsea,7.0,90,1,3,66,5
Nélson Cabral Semedo,DEF,Wolves,0.8,90,1,0,45,5
Tommy Doyle,MID,Wolves,1.0,8,0,1,49,5
Tom Heaton,GK,Man Utd,0.0,0,0,0,40,5
Lucas Bergvall,MID,Spurs,0.8,2,0,1,45,5
Lesley Ugochukwu,MID,Southampton,0.8,31,0,1,45,5
Evan Ferguson,FWD,Brighton,0.7,8,0,1,55,5
Christian Eriksen,MID,Man Utd,2.0,75,1,3,54,5
Danny Ings,FWD,West Ham,2.0,0,0,0,50,5
Jean-Ricner Bellegarde,MID,Wolves,3.5,70,1,3,50,5
Tim Ream,DEF,Fulham,0.0,0,0,0,45,5
Benoît Badiashile,DEF,Chelsea,0.0,0,0,0,44,5
Radu Drăgușin,DEF,Spurs,0.2,0,0,0,44,5
Jack Stephens,DEF,Southampton,0.0,0,0,0,40,5
Mateo Kovačić,MID,Man City,2.2,69,0,6,55,5
Nicolás Domínguez,MID,Nott'm Forest,0.2,0,0,0,49,5
Ben Doak,MID,Liverpool,0.0,0,0,0,45,5
Phil Foden,MID,Man City,0.2,20,0,1,93,5
Mason Mount,MID,Man Utd,0.0,0,0,0,63,5
Gabriel Martinelli Silva,MID,Arsenal,3.0,86,1,5,69,5
Yasin Ayari,MID,Brighton,1.7,0,0,0,50,5
Mikel Merino,MID,Arsenal,0.0,0,0,0,60,5
Facundo Buonanotte,MID,Leicester,2.3,34,0,0,50,5
Caoimhin Kelleher,GK,Liverpool,2.7,90,1,9,44,5
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,40,5
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,40,5
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,45,5
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,45,5
Kai Havertz,FWD,Arsenal,3.5,90,1,2,81,5
Scott Carson,GK,Man City,0.0,0,0,0,40,5
Ethan Brierley,MID,Brentford,0.0,0,0,0,45,5
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,45,5
Rico Henry,DEF,Brentford,0.0,0,0,0,44,5
Mateusz Lis,GK,Southampton,0.0,0,0,0,40,5
Yoane Wissa,FWD,Brentford,0.0,0,0,0,61,5
Daniel Iversen,GK,Leicester,-0.5,0,0,0,40,5
Mads Hermansen,GK,Leicester,1.5,90,1,3,45,5
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,44,5
Ismaïla Sarr,MID,Crystal Palace,1.8,45,0,1,59,5
Jarrod Bowen,MID,West Ham,5.0,90,1,2,75,5
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,45,5
Ryan Sessegnon,DEF,Fulham,-0.5,0,0,0,44,5
Josh Dasilva,MID,Brentford,0.0,0,0,0,49,5
Jadon Sancho,MID,Chelsea,2.3,56,1,4,63,5
Sam Johnstone,GK,Wolves,1.5,90,1,1,44,5
Jonny Evans,DEF,Man Utd,0.3,0,0,0,44,5
Mohamed Salah,MID,Liverpool,9.3,90,1,6,127,5
Federico Chiesa,MID,Liverpool,0.8,18,0,1,70,5
Timothy Castagne,DEF,Fulham,-0.5,0,0,0,43,5
Tariq Lamptey,DEF,Brighton,0.0,0,0,0,45,5
Ola Aina,DEF,Nott'm Forest,4.8,90,1,0,45,5
Taiwo Awoniyi,FWD,Nott'm Forest,0.5,0,0,0,58,5
Leandro Trossard,MID,Arsenal,2.2,52,1,-2,69,5
Jacob Greaves,DEF,Ipswich,2.5,90,1,2,40,5
Issa Kaboré,DEF,Man City,0.0,0,0,0,45,5
Alfie Whiteman,GK,Spurs,0.0,0,0,0,40,5
Séamus Coleman,DEF,Everton,0.0,0,0,0,44,5
Fabian Schär,DEF,Newcastle,2.7,90,1,1,54,5
Nicolas Jackson,FWD,Chelsea,8.2,63,1,16,76,5
Joe White,MID,Newcastle,0.0,0,0,0,45,5
Jamie Vardy,FWD,Leicester,2.7,82,1,2,57,5
Miguel Almirón Rejala,MID,Newcastle,1.0,0,0,0,57,5
James Garner,MID,Everton,1.0,90,1,1,50,5
Marcus Tavernier,MID,Bournemouth,3.5,90,1,2,55,5
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,50,5
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,40,5
Omari Kellyman,MID,Chelsea,0.0,0,0,0,45,5
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,55,5
Martial Godo,MID,Fulham,-0.5,0,0,0,45,5
Harrison Reed,MID,Fulham,0.3,23,0,0,49,5
Guido Rodríguez,MID,West Ham,1.5,37,1,1,50,5
Will Alves,MID,Leicester,-0.5,0,0,0,45,5
Carlos Baleba,MID,Brighton,2.0,61,1,1,50,5
James Hill,DEF,Bournemouth,-0.5,0,0,0,40,5
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,54,5
Ryan Fraser,MID,Southampton,0.5,58,1,1,49,5
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,45,5
Nathan Patterson,DEF,Everton,0.0,0,0,0,44,5
Robin Olsen,GK,Aston Villa,0.0,0,0,0,45,5
Mathias Jensen,MID,Brentford,0.0,0,0,0,54,5
Bart Verbruggen,GK,Brighton,3.3,90,1,1,45,5
Dango Ouattara,MID,Bournemouth,0.5,45,0,1,50,5
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,49,5
Yehor Yarmoliuk,MID,Brentford,0.8,62,1,2,45,5
Julián Álvarez,FWD,Man City,0.0,0,0,0,70,5
Tyler Dibling,MID,Southampton,3.8,81,1,11,45,5
Paul Onuachu,FWD,Southampton,0.0,0,0,0,50,5
Bobby Clark,MID,Liverpool,0.0,0,0,0,45,5
Kieran Tierney,DEF,Arsenal,0.0,0,0,0,44,5
Orel Mangala,MID,Everton,2.0,90,1,2,50,5
Darwin Núñez Ribeiro,FWD,Liverpool,2.7,71,1,6,72,5
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,45,5
Sugawara Yukinari,DEF,Southampton,3.0,90,1,2,45,5
Aaron Wan-Bissaka,DEF,West Ham,1.2,90,1,1,45,5
Bobby De Cordova-Reid,MID,Leicester,0.3,0,0,0,54,5
Manuel Ugarte,MID,Man Utd,1.0,14,0,1,50,5
Nathan Broadhead,MID,Ipswich,0.0,0,0,0,49,5
Matheus Luiz Nunes,MID,Man City,1.5,0,0,0,49,5
Jake O'Brien,DEF,Everton,0.5,0,0,0,48,5
Cameron Peupion,MID,Brighton,0.0,0,0,0,45,5
Felipe Rodrigues da Silva,DEF,Nott'm Forest,1.0,18,0,1,45,5
