player_name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw
Kieran Trippier,a,100.0,100.0,5.6,0,0.7,1.2,23
Joe White,u,0.0,0.0,4.5,0,0.0,0.0,23
Joe Willock,a,100.0,100.0,4.7,1,1.5,2.0,23
Miodrag Pivaš,u,0.0,0.0,4.0,0,0.0,0.0,23
William Osula,a,,,4.9,0,1.0,1.5,23
Eddie Howe,a,,,1.5,9,4.5,5.0,23
Álex Moreno Lopera,a,100.0,100.0,4.2,0,0.7,0.2,23
Issa Kaboré,u,0.0,0.0,4.5,0,0.0,0.0,19
Ola Aina,a,100.0,100.0,5.4,1,3.7,3.2,23
Elliot Anderson,a,100.0,100.0,5.0,2,4.0,3.5,23
Taiwo Awoniyi,a,,,5.5,1,2.5,2.0,23
Willy Boly,a,100.0,100.0,4.2,0,0.5,0.0,23
Josh Bowler,u,0.0,0.0,4.5,0,0.0,0.0,23
Carlos Miguel dos Santos Pereira,a,,,4.1,0,0.5,0.0,23
Eric da Silva Moreira,a,,,4.4,0,0.5,0.0,23
Danilo dos Santos de Oliveira,a,100.0,100.0,4.7,0,0.5,0.0,23
Emmanuel Dennis,a,,,4.9,0,0.5,0.0,23
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,22
Gabriel dos Santos Magalhães,a,100.0,100.0,6.4,2,3.5,4.0,20
Kai Havertz,a,100.0,75.0,7.8,0,3.2,2.8,20
Jurriën Timber,a,100.0,0.0,5.7,0,2.8,0.0,20
Jorge Luiz Frello Filho,a,100.0,,4.7,2,0.8,1.3,20
Jakub Kiwior,a,,,4.8,0,0.0,0.5,20
Gabriel Martinelli Silva,a,100.0,100.0,6.8,1,5.0,5.5,20
Ethan Nwaneri,i,0.0,,4.5,6,0.0,2.7,20
Martin Ødegaard,a,100.0,100.0,8.3,1,2.0,2.5,20
David Raya Martin,a,100.0,100.0,5.6,3,3.5,4.0,20
Declan Rice,a,100.0,100.0,6.2,4,4.8,5.3,20
Bukayo Saka,i,0.0,0.0,10.2,0,0.0,0.0,20
William Saliba,a,100.0,100.0,6.3,2,3.2,3.7,20
Thomas Partey,a,100.0,100.0,5.0,2,3.2,3.7,20
Kieran Tierney,a,100.0,100.0,4.3,0,0.0,0.5,20
Tomiyasu Takehiro,i,0.0,0.0,4.8,0,0.0,0.0,20
Leandro Trossard,a,100.0,100.0,6.8,2,3.0,3.5,20
Benjamin White,i,0.0,0.0,6.1,0,0.0,0.0,20
Oleksandr Zinchenko,a,100.0,100.0,4.8,0,0.2,0.7,20
Norberto Murara Neto,a,100.0,100.0,4.1,0,0.0,0.5,20
Raheem Sterling,a,100.0,0.0,6.7,0,0.0,0.0,20
Riccardo Calafiori,d,75.0,100.0,5.8,1,1.1,2.0,20
Myles Lewis-Skelly,a,100.0,100.0,4.5,0,1.2,1.7,20
Mikel Merino,a,100.0,100.0,6.0,4,3.5,4.0,20
Salah-Eddine Oulad M'hand,a,,,4.5,0,0.0,0.5,20
Moussa Diaby,u,0.0,0.0,6.5,0,0.0,0.0,20
Diego Carlos Santos Silva,i,0.0,0.0,4.5,0,0.0,0.0,20
Ezri Konsa Ngoyo,a,100.0,100.0,4.4,2,1.5,1.5,20
Ian Maatsen,a,100.0,100.0,4.5,4,1.2,1.2,20
Amadou Onana,a,100.0,100.0,4.9,0,1.2,1.2,20
Jaden Philogene,a,100.0,0.0,5.3,0,0.0,0.0,20
David Brooks,a,100.0,100.0,4.9,5,1.5,2.0,20
Ryan Christie,d,75.0,100.0,4.9,3,2.2,3.4,20
Lewis Cook,a,100.0,100.0,5.0,3,1.7,2.2,20
Enes Ünal,i,0.0,100.0,5.4,1,0.0,2.4,20
Romain Faivre,u,0.0,0.0,5.0,0,0.0,0.0,20
Hamed Traorè,u,0.0,0.0,4.5,0,0.0,0.0,20
James Hill,a,,,3.9,6,1.7,2.2,20
Luis Sinisterra,i,0.0,0.0,4.8,0,0.0,0.0,20
Adam Smith,i,0.0,0.0,4.4,0,0.0,0.0,20
Marcus Tavernier,i,0.0,0.0,5.4,0,0.0,0.0,20
Aaron Hickey,i,0.0,0.0,4.3,0,0.0,0.0,20
Vitaly Janelt,a,100.0,100.0,4.9,1,1.1,2.1,20
Mathias Jensen,a,100.0,100.0,5.3,3,0.3,1.3,20
Kim Ji-soo,a,,,3.9,0,-0.1,0.9,20
Yunus Emre Konak,a,,,4.5,0,-0.3,0.7,20
Keane Lewis-Potter,a,,,5.0,8,2.9,3.9,20
Bryan Mbeumo,a,100.0,100.0,7.8,19,7.5,8.5,20
Ben Mee,a,100.0,0.0,4.2,0,0.5,0.0,20
Christian Nørgaard,a,100.0,100.0,4.8,3,1.7,2.7,20
Frank Onyeka,u,0.0,0.0,4.9,0,0.0,0.0,20
Myles Peart-Harris,u,0.0,0.0,4.5,0,0.0,0.0,20
Ethan Pinnock,i,0.0,0.0,4.4,0,0.0,0.0,20
Mads Roerslev Rasmussen,a,100.0,100.0,4.3,6,2.7,3.7,20
Kevin Schade,a,,,5.1,8,2.9,3.9,20
Leandro Trossard,a,100.0,100.0,6.8,2,7.0,8.0,35
Ben Doak,u,0.0,0.0,4.5,0,0.0,0.0,23
Nicolás Domínguez,a,100.0,100.0,4.8,1,1.5,1.0,23
Anthony Elanga,a,100.0,100.0,5.3,2,4.7,4.2,23
Jayden Meghoma,a,,,4.0,0,-0.3,0.7,20
Tony Yogane,a,,,4.5,0,-0.5,0.5,20
Paris Maghoma,a,,,4.5,1,0.1,1.1,20
Benjamin Arthur,a,,,4.0,0,-0.5,0.5,20
Simon Adingra,a,100.0,100.0,5.2,2,2.2,1.7,20
Benicio Baker-Boaitey,u,0.0,0.0,4.5,0,0.0,0.0,20
Lewis Dunk,a,100.0,100.0,4.3,0,3.0,2.5,20
Julio Enciso,a,100.0,100.0,5.4,0,1.2,0.7,20
Pervis Estupiñán,a,100.0,75.0,5.0,2,2.2,1.3,20
Evan Ferguson,d,50.0,0.0,5.5,0,0.1,0.0,20
Billy Gilmour,u,0.0,0.0,5.0,0,0.0,0.0,20
Pascal Groß,u,0.0,0.0,6.5,0,0.0,0.0,20
Mikey Moore,a,100.0,0.0,4.5,0,0.0,0.0,20
Wilson Odobert,i,0.0,0.0,5.3,0,0.0,0.0,20
Jack Hinshelwood,d,50.0,75.0,4.9,0,0.0,-0.4,20
Ibrahim Osman,u,0.0,0.0,5.0,0,0.0,0.0,20
João Pedro Junqueira de Jesus,d,75.0,100.0,5.7,9,4.1,5.0,20
Kacper Kozłowski,u,0.0,0.0,4.5,0,0.0,0.0,20
Tariq Lamptey,d,75.0,100.0,4.4,0,1.5,1.5,20
Solly March,a,100.0,100.0,6.5,0,0.2,-0.3,20
Adrian Mazilu,u,0.0,0.0,4.5,0,0.0,0.0,20
Callum Olusesi,a,,,4.5,0,0.0,0.5,20
Maeson King,a,,,4.0,0,0.0,0.5,20
Antonín Kinsky,a,,,4.5,0,2.3,2.8,20
Morgan Gibbs-White,a,100.0,100.0,6.4,2,4.5,4.0,23
Gabriel Fernando de Jesus,i,0.0,100.0,6.9,2,0.0,8.5,20
James Milner,i,0.0,25.0,5.0,0,0.0,-0.1,20
Yankuba Minteh,d,75.0,100.0,5.0,0,0.6,0.3,20
Mitoma Kaoru,a,100.0,100.0,6.4,1,1.8,1.3,20
Jakub Moder,a,,,4.4,0,0.2,-0.3,20
Mark O’Mahony,u,0.0,0.0,4.5,0,0.0,0.0,20
Odeluga Offiah,u,0.0,0.0,4.0,0,0.0,0.0,20
Cameron Peupion,a,,,4.4,0,0.0,-0.5,20
Jeremy Sarmiento Morante,u,0.0,0.0,4.9,0,0.0,0.0,20
Jason Steele,a,,,4.1,0,0.0,-0.5,20
Deniz Undav,u,0.0,0.0,5.5,0,0.0,0.0,20
Jan Paul van Hecke,a,100.0,100.0,4.5,2,3.5,3.0,20
Joël Veltman,a,100.0,100.0,4.4,1,2.5,2.0,20
Bart Verbruggen,a,100.0,100.0,4.5,2,4.0,3.5,20
Adam Webster,a,100.0,100.0,4.3,1,0.2,-0.3,20
Danny Welbeck,a,100.0,0.0,5.5,0,0.0,0.0,20
Mats Wieffer,d,50.0,25.0,4.7,0,1.1,0.4,20
Brajan Gruda,a,100.0,100.0,5.4,1,1.8,1.3,20
Yasin Ayari,a,100.0,100.0,5.0,2,1.2,0.7,20
Andrew Moran,u,0.0,0.0,5.0,0,0.0,0.0,20
Carl Rushworth,u,0.0,0.0,4.0,0,0.0,0.0,20
Georginio Rutter,d,75.0,100.0,5.2,1,0.9,0.7,20
Ferdi Kadioglu,i,0.0,0.0,4.5,0,0.0,0.0,20
Matt O'Riley,a,100.0,100.0,5.5,1,1.2,0.7,20
Killian Cahill,a,,,3.9,0,0.0,-0.5,20
Zach Abbott,a,,,4.0,0,1.2,1.2,19
Callum Hudson-Odoi,i,0.0,75.0,5.2,0,0.0,2.6,23
Omar Richards,u,0.0,0.0,4.5,0,0.0,0.0,19
Ruairi McConville,a,,,4.0,0,0.0,-0.5,20
Jacob Slater,a,,,4.0,0,0.0,-0.5,20
Diego Gómez,a,100.0,,5.5,0,2.1,1.6,20
Andrey Nascimento dos Santos,u,0.0,0.0,4.5,0,0.0,0.0,20
Moisés Caicedo Corozo,a,,,4.9,2,2.5,2.5,20
Ben Chilwell,a,,,4.7,0,0.5,0.5,20
Carney Chukwuemeka,a,100.0,100.0,4.8,0,0.5,0.5,20
Levi Colwill,a,100.0,100.0,4.6,1,3.1,3.1,20
Marc Cucurella Saseta,a,100.0,100.0,5.2,2,2.3,2.3,20
David Datro Fofana,u,0.0,0.0,5.4,0,0.0,0.0,20
Deivid Washington de Souza Eugênio,a,,,4.9,0,0.5,0.5,20
Kiernan Dewsbury-Hall,i,0.0,0.0,5.5,0,0.0,0.0,20
Axel Disasi,a,,,4.2,0,1.7,1.7,20
Nathaniel Clyne,a,,,4.3,0,-0.2,-0.7,20
Malcolm Ebiowei,u,0.0,0.0,4.5,0,0.0,0.0,20
Eberechi Eze,a,100.0,100.0,6.6,5,4.2,3.7,20
Marc Guéhi,a,100.0,100.0,4.5,2,2.0,1.5,20
Dean Henderson,d,75.0,,4.5,2,2.1,2.3,20
Will Hughes,a,100.0,0.0,4.9,0,1.8,0.0,20
Adam Wharton,i,0.0,0.0,4.7,0,0.0,0.0,20
Ismaïla Sarr,a,,,5.9,2,3.5,3.0,20
Franco Umeh-Chibueze,d,25.0,25.0,4.4,0,0.0,-0.1,20
Justin Devenny,a,,,4.5,0,0.5,0.0,20
Asher Agbinone,a,,,4.5,0,0.0,-0.5,20
Kaden Rodney,a,,,4.5,0,0.0,-0.5,20
Maxence Lacroix,a,,,4.5,2,2.5,2.0,20
Maxwel Cornet,a,100.0,100.0,4.7,0,-0.5,-0.5,19
Caleb Kporha,a,,,4.0,0,0.2,-0.3,20
Gavin Bazunu,i,0.0,0.0,4.3,0,0.0,0.0,19
Armel Bella-Kotchap,a,,,3.9,0,-0.5,-0.5,19
Zach Marsh,a,,,4.5,0,0.0,-0.5,20
Armando Broja,d,25.0,100.0,5.4,1,0.2,1.0,20
Abdoulaye Doucouré,a,100.0,100.0,5.1,1,2.0,2.0,20
Norberto Bercique Gomes Betuncal,a,,,4.9,1,0.5,0.5,20
Youssef Ramalho Chermiti,i,0.0,100.0,4.9,0,0.0,0.0,20
Ashley Young,a,100.0,100.0,4.7,2,2.0,2.0,20
Jesper Lindstrøm,a,,,5.0,1,1.0,1.0,20
Harrison Armstrong,a,,,4.5,1,0.2,0.2,20
Jenson Metcalfe,u,0.0,0.0,4.5,0,0.0,0.0,20
Asmir Begovic,a,,,4.0,0,0.0,0.0,20
Roman Dixon,a,,,4.0,0,0.0,0.0,20
Orel Mangala,a,,,5.0,1,1.8,1.8,20
Callum Bates,a,,,4.5,0,0.0,0.0,20
Reiss Nelson,i,0.0,0.0,5.0,0,0.0,0.0,20
Emile Smith Rowe,a,100.0,100.0,5.3,1,0.5,0.5,20
Joachim Andersen,a,100.0,100.0,4.2,1,0.5,0.5,20
Adama Traoré,a,,,4.7,1,1.2,1.2,20
Luke Harris,u,0.0,0.0,4.5,0,0.0,0.0,20
Alex Iwobi,a,,,5.9,2,2.2,2.2,20
Bernd Leno,a,,,5.0,1,3.5,3.5,20
Saša Lukić,a,100.0,100.0,4.8,2,2.5,2.5,20
Kevin Mbabu,u,0.0,0.0,4.0,0,0.0,0.0,20
Rodrigo Muniz Carvalho,d,75.0,,5.5,1,2.1,2.8,20
Raúl Jiménez,a,,,5.7,13,6.0,6.0,20
Antonee Robinson,a,,,5.0,1,3.0,3.0,20
Jay Stansfield,u,0.0,0.0,5.0,0,0.0,0.0,20
Nathaniel Phillips,u,0.0,0.0,4.0,0,0.0,0.0,23
Alex Mighten,u,0.0,0.0,4.5,0,0.0,0.0,23
Murillo Santiago Costa dos Santos,a,100.0,100.0,4.7,0,3.7,3.2,23
Neco Williams,a,,,4.4,1,3.0,2.5,23
Omar Richards,u,0.0,0.0,4.5,0,0.0,0.0,23
Lewis O'Brien,u,0.0,0.0,5.0,0,0.0,0.0,23
Jonathan Panzo,u,0.0,0.0,4.0,0,0.0,0.0,23
Ibrahim Sangaré,a,100.0,0.0,4.3,0,0.5,0.0,23
Igor Thiago Nascimento Rodrigues,i,0.0,0.0,5.9,0,0.0,0.0,20
Ivan Toney,u,0.0,0.0,7.3,0,0.0,0.0,20
Hákon Valdimarsson,a,,,3.9,0,-0.3,0.7,20
Yoane Wissa,a,100.0,100.0,6.2,11,3.1,4.1,20
Yehor Yarmoliuk,a,,,4.4,1,0.5,1.5,20
Fábio Freitas Gouveia Carvalho,a,100.0,25.0,4.6,0,-0.1,0.2,20
Mahmoud Dahoud,u,0.0,0.0,4.9,0,0.0,0.0,20
Kenny Tete,i,0.0,0.0,4.4,0,0.0,0.0,20
Carlos Vinícius Alves Morais,a,100.0,100.0,5.0,0,0.2,0.2,20
Harry Wilson,a,,,5.2,6,5.8,5.8,20
Ryan Sessegnon,a,100.0,100.0,4.2,0,0.2,0.2,20
Leif Davis,a,,,4.5,0,1.5,1.5,20
Liam Delap,a,100.0,100.0,5.6,8,5.2,5.2,20
Matz Sels,a,100.0,100.0,5.0,1,4.0,3.5,23
Harry Toffolo,a,,,4.2,0,0.5,0.0,23
Hwang Ui-jo,u,0.0,0.0,4.5,0,0.0,0.0,23
Chris Wood,a,100.0,100.0,7.0,2,8.3,7.8,23
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,23
Taiwo Awoniyi,a,,,5.5,1,2.3,0.8,21
Benjamin White,a,100.0,100.0,6.1,1,1.8,2.8,35
Ryan Yates,a,100.0,100.0,4.9,1,1.5,1.0,23
James Ward-Prowse,a,100.0,100.0,6.1,0,1.5,1.0,23
Fábio Ferreira Vieira,u,0.0,0.0,5.4,0,0.0,0.0,20
Igor Julio dos Santos de Paulo,i,0.0,,4.4,2,0.0,0.0,20
George Hirst,a,100.0,0.0,5.4,0,0.0,0.0,20
Cameron Humphreys,u,0.0,0.0,4.5,0,0.0,0.0,20
Omari Giraud-Hutchinson,i,0.0,100.0,5.2,0,0.0,3.0,20
Ben Johnson,a,100.0,100.0,3.9,1,1.2,1.2,20
Cieran Slicker,a,,,3.9,0,0.0,0.0,20
Rayan Aït-Nouri,a,100.0,100.0,4.8,10,3.6,3.1,19
Boubacar Traoré,i,0.0,0.0,4.8,0,0.0,0.0,19
Jean-Ricner Bellegarde,a,,,4.9,0,1.0,0.5,19
Tawanda Chirewa,u,0.0,0.0,4.5,0,0.0,0.0,19
Leon Chiwome,a,100.0,100.0,4.5,0,0.0,-0.5,19
Enso González,i,0.0,0.0,4.5,0,0.0,0.0,9
Luke Cundle,a,,,4.5,0,0.0,-0.5,19
Enso González,i,0.0,0.0,4.4,0,0.0,0.0,19
Gonçalo Manuel Ganchinho Guedes,a,,,5.3,1,4.4,3.9,19
Hugo Bueno López,u,0.0,0.0,4.5,0,0.0,0.0,19
Mario Lemina,d,25.0,75.0,5.0,0,0.1,0.1,19
Yerson Mosquera,i,0.0,0.0,3.9,0,0.0,0.0,19
Axel Tuanzebe,i,0.0,0.0,3.9,0,0.0,0.0,20
Christian Walton,a,,,4.3,1,2.5,2.5,20
Luke Woolfenden,a,,,4.0,1,2.2,2.2,20
Kalvin Phillips,a,100.0,100.0,4.8,1,1.2,1.2,20
Arijanet Muric,a,100.0,100.0,4.4,0,1.0,1.0,20
Nikola Milenković,a,,,4.8,0,2.7,2.2,23
João Pedro Ferreira Silva,a,100.0,100.0,5.9,1,1.5,1.0,23
Conor Townsend,a,,,3.9,0,0.0,0.0,20
Sam Szmodics,d,25.0,,5.8,7,0.8,3.0,20
Jens Cajuste,a,100.0,100.0,4.5,2,2.2,2.2,20
Dara O'Shea,a,100.0,100.0,4.1,0,1.8,1.8,20
Ben Godfrey,a,,,4.0,0,1.2,1.2,20
Jordan Ayew,a,100.0,100.0,5.2,2,2.8,2.8,20
Boubakary Soumaré,a,100.0,100.0,4.4,1,1.2,1.2,20
Tom Cannon,u,0.0,0.0,4.5,0,0.0,0.0,20
Hamza Choudhury,a,100.0,100.0,4.3,0,0.5,0.5,20
Conor Coady,a,100.0,100.0,4.0,1,1.0,1.0,20
Patson Daka,a,100.0,100.0,4.8,1,1.0,1.0,20
Bobby De Cordova-Reid,a,100.0,100.0,5.2,1,0.8,0.8,20
Wout Faes,a,100.0,75.0,4.0,1,0.5,0.4,20
Mads Hermansen,i,0.0,0.0,4.5,0,0.0,0.0,20
Daniel Iversen,a,,,3.9,0,0.0,0.0,20
James Justin,a,,,4.2,1,1.0,1.0,20
Wanya Marçal-Madivádua,u,0.0,0.0,4.5,0,0.0,0.0,20
Stephy Mavididi,a,,,5.1,7,4.0,4.0,20
Kasey McAteer,a,100.0,0.0,4.7,0,0.0,0.0,20
Wilfred Ndidi,i,0.0,0.0,4.9,0,0.0,0.0,20
Caleb Okoli,a,100.0,100.0,4.0,1,0.8,0.8,20
Ricardo Barbosa Pereira,i,0.0,0.0,4.1,0,0.0,0.0,20
Harry Souttar,u,0.0,0.0,4.0,0,0.0,0.0,20
Jakub Stolarczyk,a,100.0,100.0,4.0,2,1.5,1.5,20
Luke Thomas,a,,,3.9,1,0.2,0.2,20
Jamie Vardy,a,100.0,100.0,5.5,5,2.2,2.2,20
Jannik Vestergaard,d,75.0,100.0,4.0,2,0.4,0.5,20
Danny Ward,a,,,4.0,0,0.2,0.2,20
Kadan Young,a,,,4.5,0,0.0,0.0,19
Ramón Sosa,a,,,5.5,0,0.7,0.2,23
Felipe Rodrigues da Silva,a,,,4.5,-1,1.0,0.5,23
Wayne Hennessey,a,,,4.0,0,0.5,0.0,23
Aaron Ramsdale,d,75.0,75.0,4.4,0,0.5,0.1,23
Cameron Archer,a,,,5.0,1,0.3,-0.2,23
Lesley Ugochukwu,a,100.0,100.0,4.4,2,1.7,1.2,23
Ben Broggio,a,,,4.5,0,0.0,0.0,19
Max Aarons,a,,,4.3,1,1.2,1.2,19
Tyler Adams,a,100.0,100.0,4.9,0,1.2,1.2,19
Jaidon Anthony,u,0.0,0.0,4.5,0,0.0,0.0,19
David Brooks,a,100.0,100.0,4.9,2,1.5,1.5,19
Tyrone Mings,a,100.0,100.0,4.4,2,0.8,0.8,20
Kosta Nedeljković,a,,,3.9,0,0.2,0.2,20
Robin Olsen,a,100.0,100.0,4.5,0,0.0,0.0,20
Pau Torres,i,0.0,0.0,4.3,0,0.0,0.0,20
Jacob Ramsey,a,100.0,100.0,5.4,2,0.8,0.8,20
Morgan Rogers,a,100.0,0.0,5.5,0,6.8,0.0,20
Ryan Fraser,i,0.0,100.0,4.8,1,0.0,-0.8,23
Carlos Alcaraz Durán,u,0.0,0.0,4.9,0,0.0,0.0,23
Samuel Amo-Ameyaw,a,,,4.4,0,-0.5,-1.0,23
Joe Aribo,a,,,4.9,2,1.5,1.0,23
Enzo Fernández,a,,,5.0,1,2.9,2.9,20
Conor Gallagher,u,0.0,0.0,5.9,0,0.0,0.0,20
Alfie Gilchrist,u,0.0,0.0,4.0,0,0.0,0.0,20
Rob Holding,a,,,4.2,0,0.0,-0.5,20
Henry Cartwright,a,,,4.5,0,0.0,0.0,20
Thomas Wilson-Brown,a,,,4.0,0,0.0,0.0,20
Bastien Meupiyou,a,100.0,100.0,4.0,0,0.0,-0.5,19
Alisson Ramses Becker,a,100.0,100.0,5.4,1,3.5,3.5,20
Trent Alexander-Arnold,a,100.0,100.0,7.2,0,6.2,6.2,20
Stefan Bajčetić Maquieira,u,0.0,0.0,4.5,0,0.0,0.0,20
Conor Bradley,a,100.0,50.0,4.7,1,1.2,0.6,20
Darwin Núñez Ribeiro,s,0.0,,7.0,0,0.0,1.8,20
Diogo Teixeira da Silva,a,100.0,100.0,7.2,1,3.2,3.2,20
Ben Doak,u,0.0,0.0,4.5,0,0.0,0.0,20
Harvey Elliott,a,100.0,100.0,5.2,1,2.0,2.0,20
Jurriën Timber,s,0.0,100.0,5.7,1,0.0,4.3,19
Jorge Luiz Frello Filho,a,,,4.7,1,1.3,1.3,19
Jakub Kiwior,a,,,4.8,0,0.9,0.9,19
Gabriel Martinelli Silva,a,100.0,100.0,6.8,9,4.9,4.9,19
Ethan Nwaneri,a,,,4.5,2,1.5,1.5,19
Martin Ødegaard,a,100.0,100.0,8.4,2,2.9,2.9,19
David Raya Martin,a,100.0,100.0,5.6,2,4.3,4.3,19
Declan Rice,a,100.0,100.0,6.2,1,4.5,4.5,19
Endo Wataru,a,,,4.6,0,1.5,1.5,20
Cody Gakpo,a,,,7.4,6,7.0,7.0,20
Ryan Gravenberch,a,,,5.0,2,3.5,3.5,20
Curtis Jones,a,100.0,100.0,5.3,2,5.2,5.2,20
Caoimhin Kelleher,a,,,4.2,0,1.0,1.0,20
Ibrahima Konaté,a,100.0,50.0,5.1,1,1.2,0.6,20
Luis Díaz,a,,,7.6,1,6.8,6.8,20
Mohamed Salah,a,,,13.7,7,14.2,14.2,20
Alexis Mac Allister,a,100.0,100.0,6.2,10,8.0,8.0,20
James McConnell,a,100.0,100.0,4.4,0,1.0,1.0,20
Tyler Morton,a,100.0,100.0,4.4,0,1.0,1.0,20
Nathaniel Phillips,u,0.0,0.0,4.0,0,0.0,0.0,20
Jarell Quansah,a,100.0,100.0,3.9,0,1.2,1.2,20
Rhys Williams,u,0.0,0.0,4.0,0,0.0,0.0,20
Andrew Robertson,a,,,5.9,1,3.2,3.2,20
Dominik Szoboszlai,a,100.0,100.0,6.3,0,5.2,5.2,20
Konstantinos Tsimikas,a,100.0,100.0,4.6,0,1.5,1.5,20
Virgil van Dijk,a,,,6.4,1,3.5,3.5,20
Federico Chiesa,a,100.0,100.0,6.8,0,1.0,1.0,20
Kevin De Bruyne,a,100.0,100.0,9.4,5,3.5,3.5,20
Jérémy Doku,a,100.0,100.0,6.2,0,2.3,2.3,20
Ederson Santana de Moraes,a,100.0,25.0,5.3,0,0.7,0.2,20
Phil Foden,a,100.0,100.0,9.2,8,5.9,5.9,20
Jack Grealish,a,100.0,100.0,6.4,1,1.1,1.1,20
Joško Gvardiol,a,100.0,100.0,6.0,2,3.9,3.9,20
Erling Haaland,a,100.0,100.0,14.8,13,5.5,5.5,20
João Cavaco Cancelo,u,0.0,0.0,5.3,0,0.0,0.0,20
Mateo Kovačić,a,100.0,100.0,5.4,2,2.5,2.5,20
James McAtee,a,,,4.6,1,0.9,0.9,20
Rúben Gato Alves Dias,d,25.0,0.0,5.4,0,0.2,0.0,20
John Stones,d,25.0,25.0,5.3,0,0.2,0.2,20
Issa Kaboré,u,0.0,0.0,4.5,0,0.0,0.0,20
Jacob Wright,a,,,4.5,0,0.5,0.5,20
Jahmai Simpson-Pusey,a,100.0,100.0,4.0,0,0.7,0.7,20
Josh Wilson-Esbrand,a,,,4.0,0,0.5,0.5,20
Divin Mubama,a,,,4.5,0,0.5,0.5,20
Max Alleyne,a,,,4.0,0,0.5,0.5,20
Spike Brits,a,,,4.0,0,0.5,0.5,20
Amad Diallo,a,100.0,100.0,5.4,9,6.1,4.6,20
Antony Matheus dos Santos,a,100.0,100.0,5.7,0,1.1,-0.4,20
Bruno Borges Fernandes,a,100.0,100.0,8.3,7,3.7,2.2,20
Altay Bayindir,a,,,4.3,0,0.5,-1.0,20
Carlos Henrique Casimiro,a,100.0,100.0,4.8,0,1.1,-0.4,20
Diogo Dalot Teixeira,s,0.0,,5.0,0,0.0,0.0,20
Christian Eriksen,a,100.0,100.0,5.3,0,1.1,-0.4,20
Jonny Evans,d,25.0,100.0,4.4,0,0.1,-1.0,20
Alejandro Garnacho,a,100.0,100.0,6.0,1,1.3,-0.2,20
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,20
Tom Heaton,a,,,4.0,0,0.5,-1.0,20
Rasmus Højlund,a,100.0,100.0,6.9,2,2.1,0.6,20
Victor Lindelöf,d,25.0,25.0,4.3,0,0.2,-0.2,20
Harry Maguire,a,100.0,100.0,4.9,0,1.5,0.0,20
Kobbie Mainoo,a,100.0,100.0,5.2,2,2.3,0.8,20
Tyrell Malacia,a,100.0,100.0,4.4,0,0.7,-0.8,20
Lisandro Martínez,a,100.0,100.0,4.4,7,3.5,2.0,20
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,20
Mason Mount,d,25.0,25.0,6.3,0,0.2,-0.2,20
André Onana,a,,,5.1,2,1.9,0.4,20
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,20
Marcus Rashford,a,100.0,25.0,6.6,0,0.5,-0.2,20
Luke Shaw,d,25.0,25.0,4.9,0,0.1,-0.2,20
Joshua Zirkzee,a,,,6.5,1,1.5,0.0,20
Leny Yoro,a,100.0,100.0,4.3,1,1.3,-0.2,20
Matthijs de Ligt,a,100.0,100.0,4.9,0,1.1,-0.4,20
Noussair Mazraoui,a,100.0,100.0,4.4,1,1.7,0.2,20
Toby Collyer,a,,,4.5,0,0.5,-1.0,20
Ethan Wheatley,a,,,4.5,0,0.5,-1.0,20
Manuel Ugarte,a,100.0,100.0,4.9,2,1.5,0.0,20
Godwill Kukonki,a,,,4.0,0,0.5,-1.0,20
Alex Murphy,a,,,4.0,0,0.0,-0.5,20
Miguel Almirón Rejala,a,,,5.4,0,0.2,-0.3,20
Harvey Barnes,i,0.0,,6.0,1,0.0,0.5,20
Bruno Guimarães Rodriguez Moura,a,100.0,100.0,6.1,6,4.8,4.3,20
Dan Burn,a,100.0,100.0,4.4,1,5.0,4.5,20
Martin Dúbravka,a,100.0,100.0,4.2,3,5.2,4.7,20
Anthony Gordon,a,100.0,100.0,7.6,7,7.2,6.7,20
Lewis Hall,a,,,4.9,2,6.8,6.3,20
Isaac Hayden,a,,,4.4,0,0.0,-0.5,20
Alexander Isak,d,75.0,100.0,9.3,7,7.4,9.3,20
Jacob Murphy,d,75.0,100.0,5.1,5,5.1,6.3,20
Joelinton Cássio Apolinário de Lira,a,100.0,100.0,6.0,1,6.0,5.5,20
Lloyd Kelly,a,,,4.2,1,0.2,-0.3,20
Emil Krafth,d,75.0,0.0,4.3,0,0.0,0.0,20
Garang Kuol,a,,,4.4,0,0.0,-0.5,20
Jamaal Lascelles,i,0.0,0.0,4.5,0,0.0,0.0,20
Sean Longstaff,a,,,4.6,1,0.5,0.0,20
Lewis Miley,a,100.0,100.0,5.0,0,0.5,0.0,20
Odysseas Vlachodimos,a,,,4.3,0,0.0,-0.5,20
Nick Pope,d,25.0,0.0,4.9,0,0.0,0.0,20
John Ruddy,a,,,4.0,0,0.0,-0.5,20
Fabian Schär,a,100.0,0.0,5.4,0,4.2,0.0,20
Matt Targett,a,100.0,100.0,4.0,0,0.2,-0.3,20
Sandro Tonali,a,100.0,100.0,5.5,2,2.8,2.3,20
