player_name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw
Pervis Estupiñán,a,100.0,100.0,4.9,7,1.2,2.2,36
Mathias Jorgensen,u,0.0,0.0,4.5,0,0.0,0.0,34
Fábio Freitas Gouveia Carvalho,i,0.0,0.0,4.5,0,0.0,0.0,34
Billy Gilmour,u,0.0,0.0,5.0,0,0.0,0.0,36
Pascal Groß,u,0.0,0.0,6.5,0,0.0,0.0,36
Jack Hinshelwood,a,100.0,100.0,4.9,1,2.2,3.2,36
Ibrahim Osman,u,0.0,0.0,5.0,0,0.0,0.0,36
Treymaurice Nyoni,a,,,4.5,0,1.0,1.0,38
Adam Wharton,a,100.0,0.0,4.7,0,2.4,0.0,36
Matt Turner,a,100.0,100.0,3.9,0,0.0,0.0,36
Ismaïla Sarr,a,100.0,100.0,5.6,6,2.6,2.6,36
Justin Devenny,a,,,4.5,1,0.8,0.8,36
Asher Agbinone,u,0.0,0.0,4.5,0,0.0,0.0,36
Kaden Rodney,a,,,4.5,0,0.0,0.0,36
Maxence Lacroix,a,100.0,100.0,4.5,6,3.0,3.0,36
Caleb Kporha,a,,,4.0,0,0.0,0.0,36
Zach Marsh,a,,,4.5,0,0.0,0.0,36
Norberto Bercique Gomes Betuncal,a,,,4.8,8,4.7,4.2,36
Jarrad Branthwaite,a,100.0,100.0,4.9,2,2.0,1.5,36
Dominic Calvert-Lewin,a,100.0,100.0,5.4,1,1.0,0.5,36
Séamus Coleman,a,100.0,100.0,4.3,1,0.7,0.2,36
Jordan Pickford,a,,,5.1,3,3.0,2.5,36
Carlos Alcaraz Durán,a,100.0,100.0,4.7,5,3.3,2.8,36
Jenson Metcalfe,u,0.0,0.0,4.5,0,0.0,0.0,36
Asmir Begovic,a,,,4.0,0,0.5,0.0,36
Roman Dixon,a,,,3.9,0,0.5,0.0,36
Orel Mangala,i,0.0,0.0,5.0,0,0.0,0.0,36
Callum Bates,a,,,4.5,0,0.5,0.0,36
Martin Sherif,a,,,4.5,0,0.5,0.0,36
David Moyes,a,,,0.5,9,4.0,3.5,36
Isaac Heath,a,,,4.5,0,0.5,0.0,36
Coby Ebere,a,,,4.5,0,0.5,0.0,36
Reiss Nelson,i,0.0,0.0,5.0,0,0.0,0.0,36
Saša Lukić,d,75.0,0.0,4.8,0,1.1,0.0,36
Jay Stansfield,u,0.0,0.0,5.0,0,0.0,0.0,36
Kenny Tete,a,100.0,100.0,4.4,1,2.5,2.5,36
Carlos Vinícius Alves Morais,a,100.0,100.0,5.0,0,0.5,0.5,36
Harry Wilson,a,100.0,100.0,5.2,2,1.8,1.8,36
Ruairi McConville,u,0.0,0.0,4.0,0,0.0,0.0,36
Andrew Moran,u,0.0,0.0,5.0,0,0.0,0.0,34
Jacob Slater,a,,,4.0,0,-1.0,0.0,36
Diego Gómez,a,100.0,100.0,5.5,1,0.0,1.0,36
Fabian Hürzeler,a,,,1.1,10,6.5,7.5,36
Joe Knight,a,,,4.5,0,-1.0,0.0,36
Ryan Sessegnon,a,100.0,100.0,4.2,1,5.8,5.8,36
Jorge Cuenca Barreno,a,100.0,100.0,4.4,0,0.0,0.0,36
Alex Scott,a,100.0,100.0,4.7,1,1.8,0.8,35
Antoine Semenyo,a,100.0,100.0,5.7,4,6.5,5.5,35
Ruben Filipe Marques Diogo Amorim,a,,,0.8,3,3.2,3.2,35
Patrick Dorgu,a,100.0,100.0,4.5,0,0.2,0.2,35
Chido Obi-Martin,a,,,4.5,2,1.0,1.0,35
Sékou Koné,a,,,4.5,0,0.0,0.0,35
Dermot Mee,a,,,4.0,0,0.0,0.0,35
Alex Murphy,u,0.0,0.0,4.0,0,0.0,0.0,35
Sven Botman,a,100.0,100.0,4.4,1,0.9,0.9,35
Bruno Guimarães Rodriguez Moura,a,100.0,100.0,6.2,2,3.7,3.7,35
Dan Burn,a,100.0,100.0,4.5,2,4.5,4.5,35
Josh King,a,,,4.4,1,0.2,0.2,36
Sander Berge,a,100.0,100.0,5.0,1,1.2,1.2,36
Elkan Baggott,u,0.0,0.0,4.0,0,0.0,0.0,36
Nathan Broadhead,d,75.0,0.0,4.9,0,0.0,0.0,36
Cameron Burgess,a,100.0,100.0,3.8,2,1.8,1.3,36
Wes Burns,i,0.0,0.0,4.7,0,0.0,0.0,36
Conor Chaplin,a,100.0,100.0,5.1,1,1.0,0.5,36
Leif Davis,a,100.0,0.0,4.2,0,-1.0,0.0,36
Liam Delap,a,100.0,100.0,5.6,2,1.2,0.7,36
Jacob Greaves,a,100.0,100.0,3.8,2,0.8,0.3,36
George Hirst,a,100.0,100.0,5.4,0,2.0,1.5,36
Cameron Humphreys,u,0.0,0.0,4.5,0,0.0,0.0,36
Omari Giraud-Hutchinson,a,100.0,100.0,5.2,2,1.8,1.3,36
Ben Johnson,a,100.0,100.0,3.8,1,-0.5,-1.0,36
Freddie Ladapo,u,0.0,0.0,4.5,0,0.0,0.0,36
Cieran Slicker,a,,,3.9,0,0.0,-0.5,36
Jack Taylor,a,100.0,100.0,4.8,1,1.5,1.0,36
Axel Tuanzebe,a,100.0,100.0,3.9,2,0.8,0.3,36
Christian Walton,a,100.0,100.0,4.3,0,0.0,-0.5,36
Luke Woolfenden,a,,,3.9,0,0.5,0.0,36
Kalvin Phillips,i,0.0,100.0,4.8,0,0.0,-0.3,36
Arijanet Muric,i,0.0,0.0,4.4,0,0.0,0.0,36
Jaden Philogene,i,0.0,0.0,5.3,0,0.0,0.0,36
Conor Townsend,i,0.0,0.0,3.9,0,0.0,0.0,36
Sam Szmodics,i,0.0,0.0,5.7,0,0.0,0.0,36
Boubakary Soumaré,a,100.0,100.0,4.4,1,1.2,0.2,36
Tom Cannon,u,0.0,0.0,4.5,0,0.0,0.0,36
Hamza Choudhury,u,0.0,0.0,4.4,0,0.0,0.0,36
Conor Coady,a,100.0,100.0,4.0,7,4.5,3.5,36
Patson Daka,a,100.0,100.0,4.8,0,0.5,-0.5,36
Danny Ward,a,,,3.9,0,0.0,-1.0,36
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,36
Alex Mighten,u,0.0,0.0,4.5,0,0.0,0.0,35
Samuel Rak-Sakyi,a,,,4.5,0,0.0,-0.5,36
Bilal El Khannouss,a,,,4.8,5,3.8,2.8,36
Thomas Wilson-Brown,u,0.0,0.0,4.0,0,0.0,0.0,36
Woyo Coulibaly,a,,,4.0,0,0.0,-1.0,36
Ruud van Nistelrooij,a,,,0.5,10,5.0,4.0,36
Trent Alexander-Arnold,a,100.0,100.0,7.2,1,4.0,3.0,36
Stefan Bajčetić Maquieira,u,0.0,0.0,4.5,0,0.0,0.0,36
Darwin Núñez Ribeiro,a,100.0,100.0,7.0,1,1.8,0.8,36
Mohamed Salah,a,,,13.6,2,4.8,3.8,36
Alexis Mac Allister,a,100.0,100.0,6.2,1,5.5,4.5,36
James McConnell,a,100.0,100.0,4.3,0,1.0,0.0,36
Jarell Quansah,a,100.0,100.0,3.9,0,0.5,-0.5,36
Federico Chiesa,a,100.0,100.0,6.8,0,1.2,0.2,36
Harvey Davies,a,,,4.0,0,1.0,0.0,36
Treymaurice Nyoni,a,,,4.5,0,1.0,0.0,36
Amara Nallo,a,,,4.0,0,1.0,0.0,36
Manuel Akanji,a,100.0,100.0,5.3,6,2.7,3.2,36
Nathan Aké,d,50.0,0.0,5.3,0,0.2,0.0,36
Bernardo Veiga de Carvalho e Silva,a,100.0,100.0,6.1,3,5.0,5.5,36
Scott Carson,a,,,3.9,0,0.5,1.0,36
Kevin De Bruyne,a,100.0,100.0,9.6,3,5.3,5.8,36
Jérémy Doku,a,100.0,100.0,6.2,1,3.5,4.0,36
Matheus Luiz Nunes,a,100.0,100.0,4.9,0,5.3,5.8,36
James McAtee,a,,,4.6,1,1.5,2.0,36
Rodrigo 'Rodri' Hernandez,d,50.0,0.0,6.2,0,0.2,0.0,36
John Stones,i,0.0,0.0,5.3,0,0.0,0.0,36
Kyle Walker,u,0.0,0.0,5.1,0,0.0,0.0,36
Omar Marmoush,a,,,7.5,1,2.3,2.8,36
Bruno Borges Fernandes,a,100.0,100.0,8.4,2,1.8,1.8,36
Carlos Henrique Casimiro,a,100.0,100.0,4.6,0,0.5,0.5,36
Christian Eriksen,a,100.0,100.0,5.2,1,1.8,1.8,36
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,36
Tom Heaton,a,100.0,100.0,3.9,0,0.0,0.0,36
Rasmus Højlund,a,100.0,100.0,6.9,2,3.2,3.2,36
Victor Lindelöf,a,100.0,100.0,4.3,1,1.2,1.2,36
Harry Maguire,a,100.0,100.0,4.9,1,0.8,0.8,36
Kobbie Mainoo,a,100.0,100.0,5.2,2,1.8,1.8,36
Tyrell Malacia,u,0.0,0.0,4.4,0,0.0,0.0,36
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,36
Mason Mount,a,100.0,100.0,6.3,1,2.2,2.2,36
André Onana,a,,,4.9,0,1.0,1.0,36
Luke Shaw,a,100.0,100.0,4.9,1,0.0,0.0,36
Joshua Zirkzee,i,0.0,0.0,6.5,0,0.0,0.0,36
Leny Yoro,d,25.0,100.0,4.3,1,0.2,1.0,36
Matthijs de Ligt,d,25.0,0.0,4.8,0,0.0,0.0,36
Noussair Mazraoui,a,100.0,100.0,4.2,1,1.2,1.2,36
Toby Collyer,d,75.0,25.0,4.5,0,0.0,0.0,36
Ethan Wheatley,u,0.0,0.0,4.5,0,0.0,0.0,36
Manuel Ugarte,a,100.0,100.0,4.9,1,2.5,2.5,36
Ayden Heaven,d,75.0,25.0,4.0,0,0.0,0.0,36
Dermot Mee,a,,,4.0,0,0.0,0.0,36
Alex Murphy,u,0.0,0.0,4.0,0,0.0,0.0,36
Miguel Almirón Rejala,u,0.0,0.0,5.4,0,0.0,0.0,36
Harvey Barnes,a,100.0,100.0,5.9,3,4.5,5.5,36
Sven Botman,d,50.0,100.0,4.4,1,0.0,1.1,36
Bruno Guimarães Rodriguez Moura,a,100.0,100.0,6.2,7,2.5,3.5,36
Dan Burn,a,100.0,100.0,4.5,11,5.3,6.3,36
Martin Dúbravka,a,100.0,100.0,4.0,0,-0.5,0.5,36
Anthony Gordon,a,100.0,100.0,7.4,3,0.9,1.9,36
Lewis Hall,i,0.0,0.0,4.7,0,0.0,0.0,36
Alexander Isak,a,100.0,100.0,9.5,2,4.5,5.5,36
Jacob Murphy,a,100.0,100.0,5.2,5,5.1,6.1,36
Emil Krafth,a,100.0,100.0,4.3,0,0.1,1.1,36
Garang Kuol,a,,,4.4,0,-0.5,0.5,36
Jamaal Lascelles,a,100.0,25.0,4.5,0,-0.5,0.1,36
Jamal Lewis,u,0.0,0.0,4.0,0,0.0,0.0,36
Tino Livramento,a,100.0,100.0,4.6,7,3.7,4.7,36
Sean Longstaff,a,,,4.4,1,-0.1,0.9,36
Lewis Miley,a,100.0,100.0,5.0,1,-0.1,0.9,36
Odysseas Vlachodimos,a,,,4.2,0,-0.5,0.5,36
Nick Pope,a,100.0,100.0,5.0,7,5.3,6.3,36
John Ruddy,a,,,3.9,0,-0.5,0.5,36
Fabian Schär,a,100.0,75.0,5.5,5,6.7,5.8,36
Matt Targett,d,25.0,25.0,3.9,0,-0.1,0.2,36
Sandro Tonali,a,100.0,100.0,5.5,11,4.3,5.3,36
Kieran Trippier,d,25.0,75.0,5.7,0,1.2,4.4,36
Joe Willock,d,50.0,100.0,4.7,0,0.3,1.7,36
Renato Palma Veiga,u,0.0,0.0,4.4,0,0.0,0.0,35
Robert Sánchez,a,100.0,75.0,4.5,2,3.0,1.9,35
Tosin Adarabioyo,a,,,4.2,0,-0.3,-0.8,35
Wesley Fofana,i,0.0,0.0,4.3,0,0.0,0.0,35
Jadon Sancho,a,100.0,100.0,6.2,0,1.5,1.0,35
Pedro Lomba Neto,a,100.0,100.0,6.1,5,4.7,4.2,35
Mateusz Lis,u,0.0,0.0,4.0,0,0.0,0.0,33
Reiss Nelson,i,0.0,0.0,5.0,0,0.0,0.0,34
Emile Smith Rowe,a,100.0,75.0,5.1,8,2.2,2.0,34
Joachim Andersen,a,100.0,100.0,4.2,2,1.5,2.0,34
Adama Traoré,a,100.0,100.0,4.5,5,2.0,2.5,34
Andreas Hoelgebaum Pereira,a,100.0,100.0,4.9,1,1.8,2.3,34
Calvin Bassey,a,100.0,100.0,4.5,2,1.2,1.7,34
Kevin Mbabu,u,0.0,0.0,4.0,0,0.0,0.0,36
Rodrigo Muniz Carvalho,i,0.0,0.0,5.5,0,0.0,0.0,36
Raúl Jiménez,a,,,5.3,9,3.5,3.5,36
Tim Ream,u,0.0,0.0,4.5,0,0.0,0.0,36
Harrison Reed,i,0.0,0.0,4.7,0,0.0,0.0,36
Antonee Robinson,d,75.0,100.0,4.7,0,0.6,0.8,36
Callum Wilson,a,100.0,100.0,6.9,1,0.5,1.5,36
Miodrag Pivaš,u,0.0,0.0,4.0,0,0.0,0.0,36
Samuel Amissah,a,,,4.0,0,0.0,0.0,36
William Osula,a,,,4.9,0,0.7,1.7,36
Eddie Howe,a,,,1.5,10,7.3,8.3,36
Sean Neave,a,,,4.5,0,-0.5,0.5,36
Álex Moreno Lopera,a,100.0,100.0,4.2,0,0.5,1.0,36
Ola Aina,a,100.0,100.0,5.2,0,1.0,1.5,36
Elliot Anderson,a,100.0,100.0,5.0,1,4.0,4.5,36
Taiwo Awoniyi,i,0.0,100.0,5.5,1,0.0,1.8,36
Willy Boly,a,100.0,100.0,4.2,0,0.5,1.0,36
Carlos Miguel dos Santos Pereira,a,100.0,100.0,4.1,0,0.5,1.0,36
Eric da Silva Moreira,a,,,4.3,0,0.5,1.0,36
Danilo dos Santos de Oliveira,a,100.0,100.0,4.7,0,0.7,1.2,36
Emmanuel Dennis,u,0.0,0.0,4.9,0,0.0,0.0,36
Nicolás Domínguez,a,100.0,100.0,4.8,2,2.5,3.0,36
Anthony Elanga,a,100.0,100.0,5.5,7,4.3,4.8,36
Morgan Gibbs-White,a,100.0,100.0,6.4,13,4.5,5.0,36
Callum Hudson-Odoi,d,50.0,0.0,5.1,0,0.5,0.0,36
Alex Mighten,u,0.0,0.0,4.5,0,0.0,0.0,36
Murillo Santiago Costa dos Santos,d,75.0,75.0,4.8,0,2.8,3.2,36
Neco Williams,a,,,4.5,1,2.5,3.0,36
Omar Richards,u,0.0,0.0,4.5,0,0.0,0.0,36
Lewis O'Brien,u,0.0,0.0,5.0,0,0.0,0.0,36
Andrew Omobamidele,u,0.0,0.0,4.2,0,0.0,0.0,36
Jonathan Panzo,u,0.0,0.0,4.0,0,0.0,0.0,36
Guido Rodríguez,a,100.0,100.0,4.8,0,0.0,0.0,35
Niclas Füllkrug,a,100.0,100.0,6.7,2,2.2,2.2,35
Jean-Clair Todibo,a,100.0,100.0,4.2,2,1.8,1.8,35
Kaelan Casey,a,100.0,100.0,4.0,0,0.0,0.0,35
Carlos Soler,a,100.0,100.0,5.0,1,1.2,1.2,35
Ollie Scarles,a,,,4.0,0,0.5,0.5,35
Lewis Orford,a,,,4.5,0,0.0,0.0,35
Massimo Luongo,a,100.0,100.0,4.3,0,0.5,0.0,36
Sam Morsy,a,100.0,100.0,4.8,2,1.8,1.3,36
Corrie Ndaba,u,0.0,0.0,4.0,0,0.0,0.0,36
Ibrahim Sangaré,a,100.0,100.0,4.3,2,1.5,2.0,36
Matz Sels,a,100.0,100.0,5.2,2,2.0,2.5,36
Harry Toffolo,a,,,4.2,0,0.7,1.2,36
Hwang Ui-jo,u,0.0,0.0,4.5,0,0.0,0.0,36
Chris Wood,a,100.0,100.0,7.2,8,5.5,6.0,36
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,36
Ryan Yates,a,100.0,100.0,4.8,1,1.3,1.8,36
Nikola Milenković,a,,,5.2,1,2.0,2.5,36
João Pedro Ferreira Silva,a,100.0,100.0,5.9,1,1.0,1.5,36
Ramón Sosa,a,,,5.5,0,1.3,1.8,36
Felipe Rodrigues da Silva,a,,,4.5,0,0.7,1.2,36
Jens Cajuste,a,100.0,100.0,4.5,1,1.0,0.5,36
Dara O'Shea,a,100.0,100.0,3.9,2,1.0,0.5,36
Ethan Nwaneri,a,100.0,100.0,4.4,1,2.8,3.8,35
Kai Havertz,i,0.0,0.0,7.7,0,0.0,0.0,33
Karl Hein,u,0.0,0.0,4.0,0,0.0,0.0,33
Jurriën Timber,a,100.0,100.0,5.7,4,0.0,7.7,33
Martin Ødegaard,a,100.0,100.0,8.2,8,4.8,5.8,35
Declan Rice,a,100.0,100.0,6.2,9,5.5,6.5,35
Boubakary Soumaré,a,100.0,100.0,4.4,1,1.8,1.3,34
Tom Cannon,u,0.0,0.0,4.5,0,0.0,0.0,34
Hamza Choudhury,u,0.0,0.0,4.4,0,0.0,0.0,34
Conor Coady,a,100.0,100.0,4.0,1,1.0,0.5,34
Patson Daka,a,100.0,100.0,4.8,0,1.0,0.5,34
Bobby De Cordova-Reid,i,0.0,100.0,5.2,1,0.0,0.5,34
Bukayo Saka,a,100.0,100.0,10.3,2,1.2,2.2,35
Jack Clarke,a,,,5.4,1,1.0,0.5,36
Chiedozie Ogbene,i,0.0,0.0,4.8,0,0.0,0.0,36
Zach Abbott,a,,,4.0,0,0.5,1.0,36
Wayne Hennessey,a,,,4.0,0,0.5,1.0,36
Nuno Herlander Simões Espírito Santo,a,,,1.1,5,4.7,5.2,36
Aaron Ramsdale,a,100.0,100.0,4.4,10,3.5,3.0,36
Cameron Archer,a,,,4.8,1,0.5,0.0,36
Lesley Ugochukwu,a,100.0,100.0,4.4,0,2.7,2.2,36
Ryan Fraser,a,100.0,100.0,4.8,0,-0.5,-1.0,36
Samuel Amo-Ameyaw,u,0.0,0.0,4.4,0,0.0,0.0,36
Joe Aribo,a,,,4.9,1,-0.3,-0.8,36
Adam Armstrong,u,0.0,0.0,5.1,0,0.0,0.0,36
Jan Bednarek,a,100.0,100.0,4.0,7,2.3,1.8,36
Armel Bella-Kotchap,a,,,3.9,0,-0.5,-1.0,36
James Bree,a,100.0,100.0,3.9,6,1.3,0.8,36
Shea Charles,u,0.0,0.0,4.5,0,0.0,0.0,36
Samuel Edozie,u,0.0,0.0,4.9,0,0.0,0.0,36
Ronnie Edwards,u,0.0,0.0,3.9,0,0.0,0.0,36
Taylor Harwood-Bellis,a,100.0,100.0,3.9,6,1.7,1.2,36
Adam Lallana,a,100.0,100.0,5.0,0,-0.5,-1.0,36
Juan Larios López,a,100.0,100.0,3.9,0,-0.5,-1.0,36
Mateusz Lis,u,0.0,0.0,4.0,0,0.0,0.0,36
Joe Lumley,a,,,4.0,0,-0.5,-1.0,36
Sékou Mara,u,0.0,0.0,5.0,0,0.0,0.0,36
Alex McCarthy,a,,,4.2,0,-0.5,-1.0,36
Paul Onuachu,a,100.0,100.0,4.9,0,0.0,-0.5,36
Will Smallbone,a,100.0,100.0,5.0,1,0.0,-0.5,36
Jack Stephens,a,100.0,100.0,4.0,6,3.3,2.8,36
Ross Stewart,a,100.0,100.0,4.4,1,0.7,0.2,36
Sugawara Yukinari,a,100.0,100.0,4.2,0,-0.5,-1.0,36
Charlie Taylor,a,100.0,100.0,3.9,0,-0.5,-1.0,36
Kyle Walker-Peters,d,50.0,100.0,4.2,0,0.7,0.8,36
Nathan Wood-Gordon,a,100.0,100.0,3.9,0,-0.5,-1.0,36
Maxwel Cornet,u,0.0,0.0,4.7,0,0.0,0.0,36
Flynn Downes,a,100.0,100.0,4.7,2,1.5,1.0,36
Ben Brereton Díaz,u,0.0,0.0,4.8,0,0.0,0.0,36
Tyler Dibling,a,100.0,100.0,4.3,3,1.0,0.5,36
Mateus Gonçalo Espanha Fernandes,a,100.0,100.0,5.0,3,1.5,1.0,36
Welington Damascena Santos,a,,,4.0,6,1.3,0.8,36
Albert Grønbæk,a,100.0,100.0,4.9,0,-0.5,-1.0,36
Jay Robinson,a,,,4.4,0,-0.3,-0.8,36
Dominic Solanke-Mitchell,a,100.0,100.0,7.3,0,1.8,1.8,36
Rodrigo Bentancur,a,100.0,100.0,4.9,0,0.5,0.5,36
Lucas Bergvall,i,0.0,0.0,4.4,0,0.0,0.0,36
Yves Bissouma,a,100.0,100.0,4.8,1,0.8,0.8,36
Bryan Gil Salvatierra,u,0.0,0.0,5.0,0,0.0,0.0,36
Ben Davies,a,100.0,100.0,4.3,1,0.8,0.8,36
Alfie Devine,u,0.0,0.0,4.5,0,0.0,0.0,36
Radu Drăgușin,i,0.0,0.0,4.3,0,0.0,0.0,36
Fraser Forster,a,,,4.3,0,0.0,0.0,36
Archie Gray,a,100.0,100.0,4.6,2,1.2,1.2,36
Pierre-Emile Højbjerg,u,0.0,0.0,5.0,0,0.0,0.0,36
Brennan Johnson,a,100.0,100.0,6.2,0,0.8,0.8,36
Dejan Kulusevski,i,0.0,100.0,6.2,1,0.0,1.5,36
Cristian Romero,a,100.0,100.0,4.9,0,-0.2,-0.2,36
Pape Matar Sarr,a,100.0,100.0,4.7,2,1.8,1.8,36
Dane Scarlett,i,0.0,100.0,4.4,0,0.0,0.0,36
Manor Solomon,u,0.0,0.0,5.4,0,0.0,0.0,36
Son Heung-min,a,100.0,50.0,9.7,1,0.2,0.1,36
Djed Spence,a,100.0,100.0,4.4,1,1.0,1.0,36
Destiny Udogie,a,100.0,100.0,4.8,0,-0.5,-0.5,36
Micky van de Ven,a,100.0,100.0,4.5,0,0.0,0.0,36
Guglielmo Vicario,a,100.0,100.0,4.8,0,0.8,0.8,36
Timo Werner,a,100.0,100.0,6.2,0,0.0,0.0,36
Antonín Kinsky,a,,,4.1,3,0.8,0.8,36
Damola Ajayi,a,,,4.5,0,0.0,0.0,36
Ange Postecoglou,a,,,1.1,0,1.5,1.5,36
Dante Cassanova,a,,,4.0,0,0.0,0.0,36
Kevin Danso,a,100.0,100.0,4.4,1,1.0,1.0,36
Mathys Tel,a,,,5.8,2,2.5,2.5,36
Evan Ferguson,a,100.0,100.0,5.5,0,0.0,0.5,36
Edson Álvarez Velázquez,a,100.0,100.0,5.0,1,-0.3,0.2,36
Michail Antonio,i,0.0,0.0,5.2,0,0.0,0.0,36
Alphonse Areola,a,100.0,100.0,4.2,8,3.5,4.0,36
Jarrod Bowen,a,100.0,100.0,7.8,8,8.5,9.0,36
Vladimír Coufal,a,100.0,100.0,4.1,6,1.5,2.0,36
Aaron Cresswell,a,100.0,100.0,3.9,5,1.3,1.8,36
George Earthy,u,0.0,0.0,4.5,0,0.0,0.0,36
Łukasz Fabiański,a,100.0,100.0,3.9,0,-0.5,0.0,36
Wes Foderingham,a,,,4.2,0,-0.5,0.0,36
Danny Ings,a,100.0,100.0,4.8,0,-0.5,0.0,36
Max Kilman,a,100.0,100.0,4.3,6,2.0,2.5,36
Mohammed Kudus,a,100.0,100.0,6.2,6,3.7,4.2,36
Luis Guilherme Lira dos Santos,a,,,4.6,0,-0.3,0.2,36
Konstantinos Mavropanos,a,100.0,100.0,4.3,1,0.3,0.8,36
Nayef Aguerd,u,0.0,0.0,4.4,0,0.0,0.0,36
Tomáš Souček,a,100.0,100.0,4.8,10,4.5,5.0,36
James Ward-Prowse,a,100.0,100.0,6.1,3,1.5,2.0,36
Kurt Zouma,u,0.0,0.0,4.4,0,0.0,0.0,36
Andy Irving,a,,,4.7,0,-0.5,0.0,36
Iwan Morgan,a,,,4.5,0,0.5,0.0,35
Diogo Dalot Teixeira,d,25.0,0.0,5.0,0,0.1,0.0,36
Jack Moorhouse,a,,,4.5,0,0.0,0.0,36
Crysencio Summerville,i,0.0,0.0,5.5,0,0.0,0.0,36
Guido Rodríguez,a,100.0,100.0,4.8,3,0.3,0.8,36
Graham Potter,a,,,0.5,10,4.5,5.0,36
Jean-Ricner Bellegarde,a,100.0,100.0,4.9,1,1.0,1.0,36
Daniel Bentley,a,,,3.9,0,1.8,1.8,36
Francisco Jorge Tomás Oliveira,u,0.0,0.0,4.5,0,0.0,0.0,36
Pablo Sarabia,a,100.0,100.0,5.0,1,2.0,2.0,36
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,37
Mason Mount,a,100.0,100.0,6.3,3,2.8,2.8,37
André Onana,a,,,4.9,2,1.0,1.0,37
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,37
Luke Shaw,a,100.0,100.0,4.9,2,0.5,0.5,37
Joshua Zirkzee,a,100.0,0.0,6.5,0,0.0,0.0,37
Leny Yoro,a,100.0,25.0,4.3,0,0.8,0.2,37
Matthijs de Ligt,d,50.0,25.0,4.8,0,0.0,0.0,37
Isaac Hayden,u,0.0,0.0,4.4,0,0.0,0.0,36
Carlos Henrique Casimiro,a,100.0,100.0,4.6,2,1.0,1.0,38
Diogo Dalot Teixeira,a,100.0,100.0,5.0,1,0.0,0.2,38
Fábio Ferreira Vieira,u,0.0,0.0,5.4,0,0.0,0.0,37
Gabriel Fernando de Jesus,i,0.0,0.0,6.5,0,0.0,0.0,37
Gabriel dos Santos Magalhães,i,0.0,0.0,6.1,0,0.0,0.0,37
Kai Havertz,a,100.0,75.0,7.7,0,1.5,0.4,37
Karl Hein,u,0.0,0.0,4.0,0,0.0,0.0,37
Toby Collyer,a,100.0,75.0,4.5,0,0.0,0.0,37
Manuel Ugarte,a,100.0,100.0,4.9,0,2.2,2.2,37
Christian Eriksen,a,100.0,100.0,5.2,6,1.5,2.8,38
Jonny Evans,a,100.0,100.0,4.4,1,0.0,0.2,38
Alejandro Garnacho,a,100.0,100.0,5.9,0,4.0,3.5,38
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,38
Elyh Harrison,a,,,4.0,0,0.0,0.0,37
Tom Heaton,a,100.0,100.0,3.9,0,0.0,0.0,38
Rasmus Højlund,a,100.0,100.0,6.9,2,3.2,1.5,38
Harry Wilson,a,100.0,100.0,5.2,2,1.2,1.2,35
Willian Borges da Silva,a,,,5.0,1,1.0,1.0,35
Julio Enciso,a,100.0,100.0,5.4,9,5.7,5.7,35
Elkan Baggott,u,0.0,0.0,4.0,0,0.0,0.0,35
Freddie Ladapo,u,0.0,0.0,4.5,0,0.0,0.0,35
Giovani Lo Celso,u,0.0,0.0,4.9,0,0.0,0.0,36
James Maddison,i,0.0,0.0,7.4,0,0.0,0.0,36
Pedro Porro,a,100.0,100.0,5.2,0,1.2,1.2,36
Sergio Reguilón,a,,,4.1,0,0.0,0.0,36
Richarlison de Andrade,a,100.0,100.0,6.8,0,2.0,2.0,36
Illia Zabarnyi,a,100.0,100.0,4.4,1,2.0,1.0,37
Kepa Arrizabalaga,a,100.0,100.0,4.6,1,2.7,1.7,37
Dean Huijsen,a,,,4.5,0,3.0,2.0,37
Archie Gray,a,100.0,100.0,4.6,1,1.5,1.5,37
Pierre-Emile Højbjerg,u,0.0,0.0,5.0,0,0.0,0.0,37
Boubakary Soumaré,a,100.0,100.0,4.4,1,0.5,1.5,35
Hamza Choudhury,u,0.0,0.0,4.4,0,0.0,0.0,35
Conor Coady,a,100.0,100.0,4.0,8,1.8,2.8,35
Michael Golding,a,,,4.4,1,-0.8,0.2,35
Wilson Odobert,a,100.0,100.0,5.3,2,3.8,3.8,36
Callum Olusesi,a,,,4.5,0,0.0,0.0,36
Malachi Hardy,a,,,4.0,0,0.0,0.0,36
Luca Williams-Barnett,u,0.0,0.0,4.5,0,0.0,0.0,36
Maeson King,a,,,4.0,0,0.0,0.0,36
Ben Winterburn,a,,,4.5,0,0.5,-0.5,37
Archie Harris,a,,,4.0,0,0.5,-0.5,37
Remy Rees-Dottin,a,,,4.5,0,0.5,-0.5,37
Matai Akinmboni,a,,,4.0,0,0.5,-0.5,37
Julio Soler,a,100.0,100.0,3.9,1,0.7,-0.3,37
Daniel Adu-Adjei,a,,,4.5,0,0.5,-0.5,37
